Name,Group,Location,LSAT,GPA,Acceptance Rate (%),Size,Tuition,Additional Tuition (if PUB),Description
Faulkner University,PRI,AL,150,3.21,58.25,119,40400,
Samford University,PRI,AL,155,3.61,55.67,152,45236,
University of Alabama,PUB,AL,167,3.95,26.62,126,24917,46407,
Arizona State University,PUB,AZ,167,3.9,21.28,199,28839,50317,
University of Arizona,PUB,AZ,163,3.79,29.35,119,26200,30700,
University of Arkansas-Little Rock,PUB,AR,152,3.39,59.17,126,16726,32686,
University of Arkansas-Fayetteville,PUB,AR,156,3.71,42.57,130,17899,39732,
Chapman University,PRI,CA,161,3.67,30.68,141,61354,
Golden Gate University,PRI,CA,153,3.28,22.43,25,52800,
Southwestern Law School,PRI,CA,155,3.44,49.85,351,58537,
Stanford University,PRI,CA,173,3.95,7.26,174,73713,
University of California-Berkeley,PUB,CA,170,3.87,14.92,339,62603,75031,
University of California-Davis,PUB,CA,165,3.69,28.99,210,54919,67163,
University of California-Irvine,PUB,CA,167,3.72,18.18,151,56025,68270,
University of California-Los Angeles,PUB,CA,170,3.92,16.8,315,56455,68700,
University of San Francisco,PRI,CA,153,3.46,55.23,158,54250,
Santa Clara University,PRI,CA,159,3.55,52.43,244,59254,
University of Southern California,PRI,CA,169,3.88,12.52,189,78046,
McGeorge School of Law,PRI,CA,155,3.4,61.31,201,57788,
University of Colorado,PUB,CO,164,3.81,34.24,169,34809,42279,
University of Denver,PRI,CO,160,3.58,50.37,272,59792,
Quinnipiac University,PRI,CT,153,3.51,58.33,109,54880,
University of Connecticut,PUB,CT,160,3.71,29.31,146,31508,62550,
Yale University,PRI,CT,175,3.96,5.58,201,73865,
American University,PRI,DC,162,3.63,35.69,408,63088,
Catholic University of America,PRI,DC,159,3.63,31.83,114,58916,
District of Columbia,PUB,DC,151,3.27,44.34,86,13438,25873,
George Washington University,PRI,DC,168,3.85,28.72,521,69740,
Georgetown University,PRI,DC,171,3.91,19.57,604,75950,
Howard University,PRI,DC,155,3.43,33.55,177,38612,
Barry University,PRI,FL,149,3.24,55.63,245,43150,
St. Thomas University (Florida),PRI,FL,152,3.4,51.44,238,46200,
Florida A&M University,PUB,FL,151,3.52,35.83,124,13855,33115,
Florida State University,PUB,FL,165,3.85,21.12,139,20683,40715,
Nova Southeastern University,PRI,FL,153,3.36,55.11,216,47729,
Stetson University,PRI,FL,158,3.59,38.39,305,51708,
University of Florida,PUB,FL,169,3.91,17.01,181,22194,38430,
University of Miami,PRI,FL,162,3.72,32.94,353,63506,
Emory University,PRI,GA,166,3.82,40.87,282,66414,
Georgia State University,PUB,GA,159,3.56,31.03,197,17202,36810,
Mercer University,PRI,GA,155,3.59,46.98,150,43132,
University of Georgia,PUB,GA,169,3.83,14.77,163,18994,37752,
University of Hawaii,PUB,HI,157,3.48,28.8,90,23164,46588,
University of Idaho,PUB,ID,151,3.35,75.27,163,25932,45168,
Depaul University,PRI,IL,157,3.59,43.59,162,52145,
Chicago-Kent College of Law-IIT,PRI,IL,159,3.67,50.45,220,53270,
Loyola University-Chicago,PRI,IL,160,3.6,43.92,275,55258,
